number,value,datetime_start,datetime_complete,duration,params_conf,params_match_thresh,params_min-box-area,params_nms,params_track_buffer,params_track_thresh,state
267,0.5143981398676445,2025-01-27 23:17:00.247699,2025-01-27 23:19:21.638006,0 days 00:02:21.390307,0.1255875061188005,0.49120466250655354,10,0.3485269584572896,60,0.21536251400468528,COMPLETE
268,0.5143981398676445,2025-01-27 23:19:21.638817,2025-01-27 23:21:42.258747,0 days 00:02:20.619930,0.644241445546303,0.6756830275944469,100,0.8387756098916835,600,0.1695356417877689,COMPLETE
269,0.5143981398676445,2025-01-27 23:21:42.259555,2025-01-27 23:24:02.414069,0 days 00:02:20.154514,0.31450252139203955,0.6340647698264191,150,0.10034604535431123,120,0.44010959637240016,COMPLETE
270,0.5143981398676445,2025-01-27 23:24:02.414842,2025-01-27 23:26:23.986970,0 days 00:02:21.572128,0.23739697520190828,0.5312123904591901,100,0.2278504109619413,300,0.12847557604462034,COMPLETE
271,0.5143981398676445,2025-01-27 23:26:23.987765,2025-01-27 23:28:41.949317,0 days 00:02:17.961552,0.42945136992606525,0.2833350543607129,10,0.5487519538379193,600,0.8570881845142284,COMPLETE
272,0.5143981398676445,2025-01-27 23:28:41.950136,2025-01-27 23:31:03.076135,0 days 00:02:21.125999,0.5932136060837038,0.39601978479806993,100,0.2667788426986359,30,0.3602745858641898,COMPLETE
273,0.5143981398676445,2025-01-27 23:31:03.077093,2025-01-27 23:33:22.423909,0 days 00:02:19.346816,0.8791588160828699,0.829414123585362,100,0.3021160451751271,60,0.5525892642708644,COMPLETE
274,0.5143981398676445,2025-01-27 23:33:22.424714,2025-01-27 23:35:43.284242,0 days 00:02:20.859528,0.17295098575918272,0.7054776473586819,150,0.377257515518729,120,0.574076283741167,COMPLETE
275,0.5143981398676445,2025-01-27 23:35:43.285029,2025-01-27 23:38:05.949838,0 days 00:02:22.664809,0.6698847569264013,0.1873945205109044,100,0.20438670988583826,300,0.2528667346124484,COMPLETE
276,0.5143981398676445,2025-01-27 23:38:05.950654,2025-01-27 23:40:28.165393,0 days 00:02:22.214739,0.21936401957605173,0.37317072925229816,10,0.16614246929715373,600,0.14427091798921093,COMPLETE
277,0.5143981398676445,2025-01-27 23:40:28.166215,2025-01-27 23:42:49.306928,0 days 00:02:21.140713,0.7890706900421267,0.2586911773325061,100,0.5181961676849396,120,0.7030281623380474,COMPLETE
278,0.5143981398676445,2025-01-27 23:42:49.307713,2025-01-27 23:45:13.233049,0 days 00:02:23.925336,0.15246879765210009,0.23619561039250642,100,0.45430684618205097,300,0.3192926511856646,COMPLETE
279,0.5143981398676445,2025-01-27 23:45:13.233864,2025-01-27 23:47:33.686943,0 days 00:02:20.453079,0.5533916566720283,0.4584567234765002,150,0.18480931244800125,600,0.6719816053300587,COMPLETE
280,0.5143981398676445,2025-01-27 23:47:33.687758,2025-01-27 23:49:54.160159,0 days 00:02:20.472401,0.7044793585952421,0.6092037501669046,100,0.7140622507861762,30,0.5303528843565056,COMPLETE
281,0.5143981398676445,2025-01-27 23:49:54.160978,2025-01-27 23:52:14.894602,0 days 00:02:20.733624,0.26654955899333754,0.8680081520363659,10,0.5853778343062807,60,0.19648694937344863,COMPLETE
282,0.5143981398676445,2025-01-27 23:52:14.895420,2025-01-27 23:54:35.533491,0 days 00:02:20.638071,0.4667129097401667,0.6577665735091791,100,0.2565466002045099,120,0.3893612655333665,COMPLETE
283,0.5143981398676445,2025-01-27 23:54:35.534264,2025-01-27 23:56:53.522596,0 days 00:02:17.988332,0.32977557654507905,0.8130926654344791,100,0.2857288901910095,300,0.8994919461384469,COMPLETE
284,0.5143981398676445,2025-01-27 23:56:53.523480,2025-01-27 23:59:13.874389,0 days 00:02:20.350909,0.3953949653955047,0.7649545858442526,100,0.3250003967861463,600,0.6559304169733078,COMPLETE
285,0.5143981398676445,2025-01-27 23:59:13.875174,2025-01-28 00:01:32.971207,0 days 00:02:19.096033,0.13304401616000755,0.16992419399544914,10,0.12168610412984164,300,0.8354326301083776,COMPLETE
286,0.5143981398676445,2025-01-28 00:01:32.972034,2025-01-28 00:03:54.505628,0 days 00:02:21.533594,0.7353268104855695,0.20721743541467236,150,0.1348013955828399,120,0.28437514597745445,COMPLETE
287,0.5143981398676445,2025-01-28 00:03:54.506415,2025-01-28 00:06:17.497771,0 days 00:02:22.991356,0.5033391460509754,0.3066324096699864,100,0.3925121605564895,600,0.29839659369243426,COMPLETE
288,0.5143981398676445,2025-01-28 00:06:17.498606,2025-01-28 00:08:37.742554,0 days 00:02:20.243948,0.17952158874291435,0.7271418208941413,100,0.20713178028340995,30,0.6016937507245999,COMPLETE
289,0.5143981398676445,2025-01-28 00:08:37.743362,2025-01-28 00:10:58.031402,0 days 00:02:20.288040,0.19898913632399368,0.7915503060097113,10,0.23591039413842857,60,0.7428177622489284,COMPLETE
290,0.5143981398676445,2025-01-28 00:10:58.032209,2025-01-28 00:13:21.960736,0 days 00:02:23.928527,0.5746437468488129,0.13293211332921018,100,0.49528049462767365,300,0.4324643760221177,COMPLETE
291,0.5143981398676445,2025-01-28 00:13:21.961596,2025-01-28 00:15:41.787772,0 days 00:02:19.826176,0.5345251045365632,0.413983084561874,150,0.21673941303755612,120,0.7859645328578848,COMPLETE
292,0.5143981398676445,2025-01-28 00:15:41.788598,2025-01-28 00:18:03.611444,0 days 00:02:21.822846,0.29391579769623905,0.48254530070320834,100,0.41732031127663993,600,0.18469952253933086,COMPLETE
293,0.5143981398676445,2025-01-28 00:18:03.612248,2025-01-28 00:20:25.631801,0 days 00:02:22.019553,0.38020714352563806,0.4327152674210028,100,0.5358572211044601,600,0.15735172119101096,COMPLETE
294,0.5143981398676445,2025-01-28 00:20:25.632603,2025-01-28 00:22:48.744896,0 days 00:02:23.112293,0.4467981025882512,0.22369149007206895,10,0.1899913112915394,300,0.40199422242024396,COMPLETE
295,0.5143981398676445,2025-01-28 00:22:48.745716,2025-01-28 00:25:09.664178,0 days 00:02:20.918462,0.16196825109383164,0.5593608258490887,100,0.3510938939039438,120,0.4847753840755838,COMPLETE
296,0.5143981398676445,2025-01-28 00:25:09.664986,2025-01-28 00:27:29.726283,0 days 00:02:20.061297,0.6878869015294444,0.5218547718345193,150,0.14892824701964055,60,0.5038901091433672,COMPLETE
297,0.5143981398676445,2025-01-28 00:27:29.727084,2025-01-28 00:29:51.725159,0 days 00:02:21.998075,0.656944547686016,0.3370627621529534,100,0.4659479060479192,600,0.22912077464783903,COMPLETE
298,0.5143981398676445,2025-01-28 00:29:51.725940,2025-01-28 00:32:14.098398,0 days 00:02:22.372458,0.36207450911020894,0.2661448732107047,100,0.2727468233908774,30,0.12287163009507579,COMPLETE
299,0.5143981398676445,2025-01-28 00:32:14.099210,2025-01-28 00:34:34.313619,0 days 00:02:20.214409,0.872043609869991,0.28573046301278365,10,0.8571025146475736,300,0.32851383615324214,COMPLETE
